Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
10,2021-01-10,site 99,35,14,1141,19,
11,2021-01-11,site 99,66,31,3381,34,
12,2021-01-12,site 99,101,32,5037,36,
13,2021-01-13,site 99,96,53,2080,57,
14,2021-01-14,site 99,92,35,3884,37,
15,2021-01-15,site 99,64,27,1501,27,
16,2021-01-16,site 99,49,18,1094,20,
17,2021-01-17,site 99,29,15,292,17,
18,2021-01-18,site 99,37,23,1074,24,
19,2021-01-19,site 99,82,42,696,43,
20,2021-01-20,site 99,145,65,6426,69,
21,2021-01-21,site 99,59,26,569,26,
22,2021-01-22,site 99,86,29,4675,32,
23,2021-01-23,site 99,5,4,61,4,
24,2021-01-24,site 99,20,12,192,12,
25,2021-01-25,site 99,35,17,1022,17,
26,2021-01-26,site 99,86,28,2577,30,
27,2021-01-27,site 99,48,22,1088,22,
28,2021-01-28,site 99,84,21,3388,22,
29,2021-01-29,site 99,69,30,1482,32,
30,2021-01-30,site 99,15,8,190,10,
31,2021-01-31,site 99,21,6,1244,6,
