Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
26,2021-01-26,site 73,17,9,666,9,2.8
27,2021-01-27,site 73,33,18,600,21,1.4
28,2021-01-28,site 73,88,78,347,78,1.2
29,2021-01-29,site 73,19,14,59,14,0.3
30,2021-01-30,site 73,18,12,702,12,2.9
31,2021-01-31,site 73,17,12,41,12,0.2
1,2021-01-01,site 74,708,429,23964,452,4.1
2,2021-01-02,site 74,799,534,16387,562,2.6
3,2021-01-03,site 74,975,584,28230,612,3.7
4,2021-01-04,site 74,1288,723,37397,750,3.7
5,2021-01-05,site 74,1216,782,32261,815,2.8
6,2021-01-06,site 74,1445,724,52820,757,4.3
7,2021-01-07,site 74,1020,641,31060,669,3.1
8,2021-01-08,site 74,856,546,26467,564,3.4
9,2021-01-09,site 74,761,517,28361,535,4.5
10,2021-01-10,site 74,738,457,26624,470,4.4
11,2021-01-11,site 74,1131,552,54611,585,5.7
12,2021-01-12,site 74,832,511,33458,533,4.5
13,2021-01-13,site 74,1181,641,36697,661,3.8
14,2021-01-14,site 74,1367,626,59288,660,5.2
15,2021-01-15,site 74,1178,691,33703,721,3.3
16,2021-01-16,site 74,1021,612,30891,630,4.0
17,2021-01-17,site 74,981,586,33182,604,4.3
18,2021-01-18,site 74,1416,708,49966,747,4.4
19,2021-01-19,site 74,1245,701,37618,737,3.5
20,2021-01-20,site 74,1084,640,30913,669,3.0
21,2021-01-21,site 74,1373,746,59002,783,5.1
22,2021-01-22,site 74,1024,648,35263,679,4.2
23,2021-01-23,site 74,878,516,27954,536,3.9
24,2021-01-24,site 74,1036,556,39489,575,4.1
25,2021-01-25,site 74,1288,776,49605,814,4.0
26,2021-01-26,site 74,1456,801,49877,841,4.1
27,2021-01-27,site 74,1194,721,40245,754,3.6
28,2021-01-28,site 74,1107,645,40121,670,4.3
29,2021-01-29,site 74,1132,612,45303,639,5.1
30,2021-01-30,site 74,795,560,23417,579,3.3
31,2021-01-31,site 74,812,531,27314,550,4.0
1,2021-01-01,site 75,16,14,7,14,0.1
2,2021-01-02,site 75,6,4,8,4,0.1
3,2021-01-03,site 75,4,2,9,2,0.1
4,2021-01-04,site 75,6,4,8,4,0.1
5,2021-01-05,site 75,16,14,9,14,0.1
6,2021-01-06,site 75,5,3,8,3,0.1
7,2021-01-07,site 75,5,3,9,3,0.1
8,2021-01-08,site 75,5,3,8,3,0.1
9,2021-01-09,site 75,16,14,10,14,0.1
10,2021-01-10,site 75,7,5,7,5,0.1
11,2021-01-11,site 75,5,3,7,3,0.1
12,2021-01-12,site 75,4,2,9,2,0.1
13,2021-01-13,site 75,17,15,6,15,0.1
14,2021-01-14,site 75,4,2,8,2,0.1
15,2021-01-15,site 75,6,2,16,2,0.1
16,2021-01-16,site 75,8,4,14,4,0.1
17,2021-01-17,site 75,20,16,13,16,0.1
18,2021-01-18,site 75,7,3,13,3,0.1
19,2021-01-19,site 75,6,2,12,2,0.1
20,2021-01-20,site 75,6,2,15,2,0.1
21,2021-01-21,site 75,18,14,10,14,0.1
22,2021-01-22,site 75,3,2,3,2,0.1
23,2021-01-23,site 75,6,2,10,2,0.1
24,2021-01-24,site 75,9,5,10,5,0.1
25,2021-01-25,site 75,18,14,12,14,0.1
26,2021-01-26,site 75,6,2,11,2,0.1
27,2021-01-27,site 75,6,2,15,2,0.1
28,2021-01-28,site 75,6,2,14,2,0.1
29,2021-01-29,site 75,18,14,16,14,0.1
30,2021-01-30,site 75,9,5,13,5,0.1
31,2021-01-31,site 75,6,2,12,2,0.1
1,2021-01-01,site 76,5,3,10,3,0.1
2,2021-01-02,site 76,5,3,10,3,0.1
3,2021-01-03,site 76,2505,2253,129839,2255,27.4
4,2021-01-04,site 76,4574,4415,72692,4422,20.5
5,2021-01-05,site 76,229,222,108,225,0.4
6,2021-01-06,site 76,27,25,10,25,0.1
7,2021-01-07,site 76,14,5,257,7,0.9
8,2021-01-08,site 76,36,30,2346,30,13.0
9,2021-01-09,site 76,4,2,11,2,0.1
10,2021-01-10,site 76,4,2,11,2,0.1
11,2021-01-11,site 76,34,31,28,31,0.2
12,2021-01-12,site 76,12,6,1127,6,4.7
13,2021-01-13,site 76,8,5,49,5,0.3
14,2021-01-14,site 76,8,4,25,4,0.2
15,2021-01-15,site 76,30,26,25,26,0.2
16,2021-01-16,site 76,36,30,45,30,0.2
17,2021-01-17,site 76,12,7,160,7,0.9
18,2021-01-18,site 76,13,7,200,7,1.1
19,2021-01-19,site 76,33,29,16,29,0.1
20,2021-01-20,site 76,7,3,24,3,0.2
21,2021-01-21,site 76,6,2,21,2,0.2
22,2021-01-22,site 76,6,2,24,2,0.2
23,2021-01-23,site 76,7,3,23,3,0.2
24,2021-01-24,site 76,33,29,23,29,0.2
25,2021-01-25,site 76,11,4,153,4,0.8
26,2021-01-26,site 76,10,5,131,5,0.7
27,2021-01-27,site 76,35,31,26,31,0.2
28,2021-01-28,site 76,7,3,23,3,0.2
29,2021-01-29,site 76,7,3,31,3,0.3
30,2021-01-30,site 76,6,2,19,2,0.2
31,2021-01-31,site 76,13,4,239,4,1.3
1,2021-01-01,site 77,61,19,3045,21,3.0
2,2021-01-02,site 77,65,18,1384,19,1.8
3,2021-01-03,site 77,280,46,5364,46,4.5
4,2021-01-04,site 77,101,33,1479,33,1.6
5,2021-01-05,site 77,322,271,2748,272,2.2
6,2021-01-06,site 77,45,24,2029,24,2.0
7,2021-01-07,site 77,96,30,5178,33,3.5
8,2021-01-08,site 77,95,35,2565,36,1.6
9,2021-01-09,site 77,76,22,2697,24,2.4
10,2021-01-10,site 77,58,20,3135,21,3.5
11,2021-01-11,site 77,133,33,5957,42,3.7
12,2021-01-12,site 77,91,39,1779,39,1.4
13,2021-01-13,site 77,147,54,11996,57,4.8
14,2021-01-14,site 77,134,48,8666,52,4.5
15,2021-01-15,site 77,166,48,10314,57,4.3
16,2021-01-16,site 77,95,35,5673,41,4.1
17,2021-01-17,site 77,74,21,948,21,1.0
18,2021-01-18,site 77,135,40,4819,45,2.6
19,2021-01-19,site 77,107,33,2604,35,1.8
20,2021-01-20,site 77,86,31,2441,33,2.0
21,2021-01-21,site 77,145,39,2797,41,1.7
22,2021-01-22,site 77,133,46,3335,49,1.7
23,2021-01-23,site 77,50,18,1600,19,1.9
24,2021-01-24,site 77,105,34,2576,36,1.5
25,2021-01-25,site 77,140,41,6272,44,3.3
26,2021-01-26,site 77,119,40,3644,41,2.3
27,2021-01-27,site 77,139,42,4646,45,2.4
28,2021-01-28,site 77,187,53,5377,57,2.2
29,2021-01-29,site 77,91,33,3763,34,3.0
30,2021-01-30,site 77,39,17,579,19,0.8
31,2021-01-31,site 77,47,19,439,19,0.7
1,2021-01-01,site 78,7,5,10,5,0.1
2,2021-01-02,site 78,20,7,1132,7,3.8
3,2021-01-03,site 78,57,34,1354,34,4.5
4,2021-01-04,site 78,12,4,404,4,1.7
5,2021-01-05,site 78,17,4,614,4,2.6
6,2021-01-06,site 78,36,6,1176,6,3.9
7,2021-01-07,site 78,47,5,3345,5,11.2
8,2021-01-08,site 78,59,37,2943,37,6.1
9,2021-01-09,site 78,22,7,1790,7,5.0
10,2021-01-10,site 78,8,3,109,3,0.6
11,2021-01-11,site 78,44,31,903,31,3.8
12,2021-01-12,site 78,11,4,333,4,1.4
13,2021-01-13,site 78,29,12,509,12,1.2
14,2021-01-14,site 78,43,8,3413,8,8.1
15,2021-01-15,site 78,9,5,21,5,0.2
16,2021-01-16,site 78,34,30,22,30,0.2
17,2021-01-17,site 78,7,3,28,3,0.2
18,2021-01-18,site 78,29,8,1616,8,6.7
19,2021-01-19,site 78,66,32,2038,32,5.7
20,2021-01-20,site 78,9,5,25,5,0.2
21,2021-01-21,site 78,22,7,1330,7,4.4
22,2021-01-22,site 78,40,21,1153,21,4.8
23,2021-01-23,site 78,10,5,25,5,0.1
24,2021-01-24,site 78,70,39,1846,40,4.4
25,2021-01-25,site 78,32,12,1589,13,8.8
26,2021-01-26,site 78,37,13,1057,13,2.0
27,2021-01-27,site 78,43,30,416,30,1.7
28,2021-01-28,site 78,10,5,127,5,0.7
29,2021-01-29,site 78,10,3,216,3,1.2
30,2021-01-30,site 78,31,6,1428,6,4.8
31,2021-01-31,site 78,16,6,534,6,3.0
1,2021-01-01,site 79,1541,822,62818,856,3.7
2,2021-01-02,site 79,1729,941,61398,986,3.1
3,2021-01-03,site 79,2201,1159,103690,1217,4.3
4,2021-01-04,site 79,2522,1363,96364,1430,3.3
5,2021-01-05,site 79,2452,1354,104994,1433,3.7
6,2021-01-06,site 79,2414,1283,98236,1359,3.7
7,2021-01-07,site 79,1928,982,82162,1034,4.0
8,2021-01-08,site 79,2269,1192,87837,1250,3.5
9,2021-01-09,site 79,1450,788,63826,840,4.4
10,2021-01-10,site 79,1386,760,47450,793,3.3
11,2021-01-11,site 79,1546,913,73625,944,4.5
12,2021-01-12,site 79,1573,809,56970,850,3.3
13,2021-01-13,site 79,1684,946,68128,985,3.7
14,2021-01-14,site 79,1474,860,62196,900,4.0
15,2021-01-15,site 79,1580,865,55951,920,3.4
16,2021-01-16,site 79,1227,658,40125,697,3.1
17,2021-01-17,site 79,1155,639,33895,672,2.8
18,2021-01-18,site 79,3225,2261,131215,2367,4.5
19,2021-01-19,site 79,1666,987,63062,1033,3.5
20,2021-01-20,site 79,1379,784,51085,820,3.0
21,2021-01-21,site 79,1393,857,43459,901,2.9
22,2021-01-22,site 79,1390,863,47472,904,3.2
23,2021-01-23,site 79,1036,592,36572,619,3.5
24,2021-01-24,site 79,1003,584,37219,613,3.5
25,2021-01-25,site 79,1213,714,43458,746,3.2
26,2021-01-26,site 79,1174,654,44042,687,3.2
27,2021-01-27,site 79,952,590,27620,619,2.8
28,2021-01-28,site 79,976,591,34206,624,3.2
29,2021-01-29,site 79,1166,712,39708,740,3.4
30,2021-01-30,site 79,851,537,33006,562,3.8
31,2021-01-31,site 79,917,533,34267,559,3.2
1,2021-01-01,site 8,661,237,9586,248,1.3
2,2021-01-02,site 8,589,241,10902,255,1.7
3,2021-01-03,site 8,899,333,23118,343,2.2
4,2021-01-04,site 8,1208,573,21998,586,2.1
5,2021-01-05,site 8,926,367,19997,376,1.7
6,2021-01-06,site 8,1148,444,35069,466,2.6
7,2021-01-07,site 8,1206,540,33407,561,2.5
8,2021-01-08,site 8,1166,645,22108,660,2.6
9,2021-01-09,site 8,594,213,15323,224,2.4
10,2021-01-10,site 8,977,397,26344,410,2.2
11,2021-01-11,site 8,1231,413,35533,432,2.7
12,2021-01-12,site 8,1381,659,36376,687,2.6
13,2021-01-13,site 8,1159,502,26758,520,2.0
14,2021-01-14,site 8,1163,439,37340,454,2.7
15,2021-01-15,site 8,831,374,13955,390,1.5
16,2021-01-16,site 8,989,506,16032,515,1.8
17,2021-01-17,site 8,1240,465,25419,478,1.6
18,2021-01-18,site 8,1412,544,31146,567,1.7
19,2021-01-19,site 8,1347,505,39436,531,2.5
20,2021-01-20,site 8,1450,659,38345,684,2.7
21,2021-01-21,site 8,1204,441,38798,452,2.8
22,2021-01-22,site 8,774,277,25372,291,3.1
23,2021-01-23,site 8,598,225,13991,237,2.1
24,2021-01-24,site 8,2362,1016,50090,1036,2.1
25,2021-01-25,site 8,2168,853,57623,885,2.2
26,2021-01-26,site 8,1604,566,65910,587,3.4
27,2021-01-27,site 8,1870,763,49679,791,2.4
28,2021-01-28,site 8,1555,777,60386,795,3.7
29,2021-01-29,site 8,1024,417,31779,432,2.8
30,2021-01-30,site 8,689,326,15324,338,1.7
31,2021-01-31,site 8,1123,456,36099,475,2.7
1,2021-01-01,site 80,2353,1446,155598,1574,4.9
2,2021-01-02,site 80,2557,1573,216843,1726,6.0
3,2021-01-03,site 80,2935,1764,195761,1938,5.2
4,2021-01-04,site 80,2947,1757,184147,1918,4.9
5,2021-01-05,site 80,2700,1664,176505,1828,5.0
6,2021-01-06,site 80,2938,1785,213137,1928,5.4
7,2021-01-07,site 80,2825,1725,174687,1907,4.5
8,2021-01-08,site 80,2154,1479,133358,1636,5.6
9,2021-01-09,site 80,1685,1168,84078,1303,4.9
10,2021-01-10,site 80,1805,1276,114360,1368,5.2
11,2021-01-11,site 80,2268,1635,123497,1767,5.3
12,2021-01-12,site 80,2666,1744,162250,1911,5.1
13,2021-01-13,site 80,1141,683,72834,716,5.0
14,2021-01-14,site 80,0,0,0,0,0.0
15,2021-01-15,site 80,1087,708,68700,740,5.2
16,2021-01-16,site 80,2173,1411,142591,1526,5.3
17,2021-01-17,site 80,2623,1693,157964,1851,5.0
18,2021-01-18,site 80,2982,1786,205100,1929,5.5
19,2021-01-19,site 80,2993,1963,172520,2097,4.8
20,2021-01-20,site 80,2846,1810,162089,1956,4.4
21,2021-01-21,site 80,2845,1799,172297,1944,4.7
22,2021-01-22,site 80,2645,1657,171820,1801,5.0
23,2021-01-23,site 80,2578,1605,159100,1746,4.8
24,2021-01-24,site 80,3011,1875,198657,2033,5.3
25,2021-01-25,site 80,3063,1947,191753,2097,4.9
26,2021-01-26,site 80,3032,1905,193751,2092,5.1
27,2021-01-27,site 80,3328,2178,189954,2344,4.5
28,2021-01-28,site 80,3063,1934,181083,2086,4.6
29,2021-01-29,site 80,2658,1707,154259,1854,4.9
30,2021-01-30,site 80,2399,1521,146050,1644,4.8
31,2021-01-31,site 80,2816,1730,177143,1890,4.9
1,2021-01-01,site 81,4,2,11,2,0.1
2,2021-01-02,site 81,4,2,10,2,0.1
3,2021-01-03,site 81,5,3,10,3,0.1
4,2021-01-04,site 81,4,2,11,2,0.1
5,2021-01-05,site 81,4,2,9,2,0.1
6,2021-01-06,site 81,4,2,14,2,0.1
7,2021-01-07,site 81,4,2,12,2,0.1
8,2021-01-08,site 81,4,2,14,2,0.1
9,2021-01-09,site 81,19,4,838,4,4.7
10,2021-01-10,site 81,4,2,11,2,0.1
11,2021-01-11,site 81,7,4,48,4,0.3
12,2021-01-12,site 81,8,4,13,5,0.1
13,2021-01-13,site 81,6,4,12,4,0.1
14,2021-01-14,site 81,10,4,66,4,0.4
15,2021-01-15,site 81,11,6,299,6,1.7
16,2021-01-16,site 81,7,3,21,3,0.2
17,2021-01-17,site 81,6,2,25,2,0.2
18,2021-01-18,site 81,7,3,29,3,0.2
19,2021-01-19,site 81,7,4,21,4,0.2
20,2021-01-20,site 81,7,3,21,3,0.2
21,2021-01-21,site 81,6,2,21,2,0.2
22,2021-01-22,site 81,9,5,20,5,0.2
23,2021-01-23,site 81,6,2,22,2,0.2
24,2021-01-24,site 81,6,2,20,2,0.2
25,2021-01-25,site 81,6,2,22,2,0.2
26,2021-01-26,site 81,6,2,28,2,0.2
27,2021-01-27,site 81,9,4,523,4,2.9
28,2021-01-28,site 81,6,2,24,2,0.2
29,2021-01-29,site 81,20,5,636,5,3.5
30,2021-01-30,site 81,6,2,19,2,0.2
31,2021-01-31,site 81,8,3,406,3,2.3
1,2021-01-01,site 82,7,3,80,3,0.4
2,2021-01-02,site 82,5,3,7,3,0.1
3,2021-01-03,site 82,261,203,1609,203,4.5
4,2021-01-04,site 82,24,22,9,22,0.1
5,2021-01-05,site 82,138,135,131,135,0.7
6,2021-01-06,site 82,172,166,417,166,1.7
7,2021-01-07,site 82,94,89,95,89,0.5
8,2021-01-08,site 82,123,121,7,121,0.1
9,2021-01-09,site 82,7,4,70,4,0.4
10,2021-01-10,site 82,5,3,9,3,0.1
11,2021-01-11,site 82,101,99,8,99,0.1
12,2021-01-12,site 82,92,90,10,90,0.1
13,2021-01-13,site 82,24,21,40,21,0.2
14,2021-01-14,site 82,160,155,88,155,0.5
15,2021-01-15,site 82,45,36,211,36,0.9
16,2021-01-16,site 82,103,99,22,99,0.2
17,2021-01-17,site 82,54,28,2456,29,8.2
18,2021-01-18,site 82,25,21,21,21,0.2
19,2021-01-19,site 82,136,125,434,125,2.4
20,2021-01-20,site 82,22,15,25,18,0.2
21,2021-01-21,site 82,21,17,21,17,0.2
22,2021-01-22,site 82,24,20,22,20,0.2
23,2021-01-23,site 82,12,3,141,4,0.8
24,2021-01-24,site 82,103,99,17,99,0.1
25,2021-01-25,site 82,15,9,531,9,3.0
26,2021-01-26,site 82,7,3,24,3,0.2
27,2021-01-27,site 82,149,144,86,144,0.5
28,2021-01-28,site 82,23,12,185,13,0.8
29,2021-01-29,site 82,56,52,24,52,0.2
30,2021-01-30,site 82,6,2,23,2,0.2
31,2021-01-31,site 82,6,2,25,2,0.2
1,2021-01-01,site 83,232,163,3774,176,2.3
2,2021-01-02,site 83,447,289,6732,306,2.2
3,2021-01-03,site 83,787,622,13829,635,2.9
4,2021-01-04,site 83,654,495,11333,518,2.7
5,2021-01-05,site 83,753,585,18087,616,4.7
6,2021-01-06,site 83,553,359,11362,383,3.2
7,2021-01-07,site 83,474,347,10446,380,3.1
8,2021-01-08,site 83,655,519,5246,535,1.5
9,2021-01-09,site 83,530,396,14073,416,3.4
10,2021-01-10,site 83,541,417,8902,434,3.3
11,2021-01-11,site 83,612,518,4767,533,2.0
12,2021-01-12,site 83,284,215,5631,227,3.2
13,2021-01-13,site 83,487,373,10773,393,3.5
14,2021-01-14,site 83,317,243,7980,270,3.8
15,2021-01-15,site 83,293,226,12429,237,5.9
16,2021-01-16,site 83,227,222,34,222,0.2
17,2021-01-17,site 83,161,155,53,157,0.2
18,2021-01-18,site 83,589,450,10499,458,2.5
19,2021-01-19,site 83,753,611,9809,624,2.4
20,2021-01-20,site 83,553,392,7191,406,2.3
21,2021-01-21,site 83,519,385,10775,400,2.7
22,2021-01-22,site 83,587,421,10463,428,2.4
23,2021-01-23,site 83,661,452,11804,474,2.3
24,2021-01-24,site 83,951,786,8109,796,1.6
25,2021-01-25,site 83,580,399,10984,404,3.3
26,2021-01-26,site 83,465,346,8972,357,2.6
27,2021-01-27,site 83,762,596,13750,606,3.2
28,2021-01-28,site 83,564,360,13644,368,3.6
29,2021-01-29,site 83,452,351,4589,359,1.6
30,2021-01-30,site 83,607,381,9238,398,2.1
31,2021-01-31,site 83,723,593,17716,606,3.7
1,2021-01-01,site 84,1032,391,42454,411,2.9
2,2021-01-02,site 84,1121,424,46599,440,3.4
3,2021-01-03,site 84,1492,706,53504,735,2.9
4,2021-01-04,site 84,3056,1068,135738,1132,3.2
5,2021-01-05,site 84,2385,939,98991,985,2.8
6,2021-01-06,site 84,2353,872,91062,926,2.7
7,2021-01-07,site 84,2127,749,90806,795,3.1
8,2021-01-08,site 84,1642,768,57511,801,2.9
9,2021-01-09,site 84,1115,452,47148,467,3.2
10,2021-01-10,site 84,1305,520,48174,535,2.5
11,2021-01-11,site 84,2114,853,85147,887,3.4
12,2021-01-12,site 84,1469,553,59957,586,2.6
13,2021-01-13,site 84,1341,502,62111,525,3.3
14,2021-01-14,site 84,1122,442,52176,462,3.0
15,2021-01-15,site 84,1023,390,44818,408,3.1
16,2021-01-16,site 84,1249,565,40570,583,2.9
17,2021-01-17,site 84,1259,444,60559,468,3.3
18,2021-01-18,site 84,1391,511,57652,547,2.7
19,2021-01-19,site 84,1608,726,60457,759,3.0
20,2021-01-20,site 84,945,356,41709,374,2.8
21,2021-01-21,site 84,843,329,27863,349,2.1
22,2021-01-22,site 84,925,293,36494,313,3.0
23,2021-01-23,site 84,745,271,29455,281,2.5
24,2021-01-24,site 84,1114,542,36252,551,2.6
25,2021-01-25,site 84,1110,401,43079,422,2.6
26,2021-01-26,site 84,949,360,41356,382,3.1
27,2021-01-27,site 84,975,503,34758,518,3.1
28,2021-01-28,site 84,794,284,28904,293,2.4
29,2021-01-29,site 84,613,236,21452,246,2.4
30,2021-01-30,site 84,664,249,26267,267,2.5
31,2021-01-31,site 84,775,294,33491,309,2.9
1,2021-01-01,site 85,5,3,12,3,0.1
2,2021-01-02,site 85,6,4,11,4,0.1
3,2021-01-03,site 85,161,29,2917,29,9.7
4,2021-01-04,site 85,13,11,12,11,0.1
5,2021-01-05,site 85,69,67,9,67,0.1
6,2021-01-06,site 85,59,56,36,56,0.2
7,2021-01-07,site 85,6,4,12,4,0.1
8,2021-01-08,site 85,30,27,13,27,0.1
9,2021-01-09,site 85,5,3,8,3,0.1
10,2021-01-10,site 85,4,2,10,2,0.1
11,2021-01-11,site 85,29,27,8,27,0.1
12,2021-01-12,site 85,7,5,11,5,0.1
13,2021-01-13,site 85,6,4,12,4,0.1
14,2021-01-14,site 85,7,3,25,3,0.2
15,2021-01-15,site 85,7,3,30,3,0.2
16,2021-01-16,site 85,29,25,27,25,0.2
17,2021-01-17,site 85,6,2,25,2,0.2
18,2021-01-18,site 85,6,2,26,2,0.2
19,2021-01-19,site 85,32,28,23,28,0.2
20,2021-01-20,site 85,12,7,91,7,0.5
21,2021-01-21,site 85,7,3,28,3,0.2
22,2021-01-22,site 85,6,2,24,2,0.2
23,2021-01-23,site 85,12,5,480,5,2.7
24,2021-01-24,site 85,30,26,23,26,0.2
25,2021-01-25,site 85,6,2,20,2,0.2
26,2021-01-26,site 85,7,3,25,3,0.2
27,2021-01-27,site 85,29,25,25,25,0.2
28,2021-01-28,site 85,15,6,476,7,2.0
29,2021-01-29,site 85,10,5,61,5,0.3
30,2021-01-30,site 85,6,2,27,2,0.2
31,2021-01-31,site 85,7,3,26,3,0.2
1,2021-01-01,site 86,4,2,8,2,0.1
2,2021-01-02,site 86,7,5,8,5,0.1
3,2021-01-03,site 86,6,3,19,3,0.2
4,2021-01-04,site 86,9,3,56,3,0.3
5,2021-01-05,site 86,7,3,44,3,0.2
6,2021-01-06,site 86,5,2,16,2,0.1
7,2021-01-07,site 86,7,4,317,4,1.3
8,2021-01-08,site 86,9,6,107,6,0.4
9,2021-01-09,site 86,4,2,8,2,0.1
10,2021-01-10,site 86,5,3,12,3,0.1
11,2021-01-11,site 86,9,6,79,6,0.4
12,2021-01-12,site 86,7,4,48,4,0.3
13,2021-01-13,site 86,5,2,16,2,0.1
14,2021-01-14,site 86,7,2,20,2,0.2
15,2021-01-15,site 86,8,4,96,4,0.4
16,2021-01-16,site 86,7,3,20,3,0.2
17,2021-01-17,site 86,6,2,25,2,0.2
18,2021-01-18,site 86,11,6,151,7,0.5
19,2021-01-19,site 86,14,9,40,9,0.2
20,2021-01-20,site 86,9,4,170,4,0.7
21,2021-01-21,site 86,8,3,39,3,0.2
22,2021-01-22,site 86,9,3,28,3,0.2
23,2021-01-23,site 86,8,3,26,3,0.2
24,2021-01-24,site 86,11,7,30,7,0.2
25,2021-01-25,site 86,11,5,317,5,1.3
26,2021-01-26,site 86,12,7,40,7,0.2
27,2021-01-27,site 86,9,5,206,5,1.1
28,2021-01-28,site 86,13,7,155,7,0.5
29,2021-01-29,site 86,13,8,127,8,0.4
30,2021-01-30,site 86,10,5,25,5,0.2
31,2021-01-31,site 86,9,4,334,4,1.4
1,2021-01-01,site 87,25,5,855,6,2.9
2,2021-01-02,site 87,49,8,2300,8,6.4
3,2021-01-03,site 87,55,49,276,49,1.1
4,2021-01-04,site 87,17,9,2623,9,7.3
5,2021-01-05,site 87,26,18,465,19,1.3
6,2021-01-06,site 87,20,5,3450,10,9.6
7,2021-01-07,site 87,26,9,2913,10,8.1
8,2021-01-08,site 87,84,58,4621,63,7.7
9,2021-01-09,site 87,28,8,1277,10,3.0
10,2021-01-10,site 87,19,6,1664,9,5.5
11,2021-01-11,site 87,74,52,2634,52,8.8
12,2021-01-12,site 87,71,14,5406,14,9.0
13,2021-01-13,site 87,44,11,1051,12,2.5
14,2021-01-14,site 87,34,10,773,10,2.1
15,2021-01-15,site 87,24,6,1182,6,3.9
16,2021-01-16,site 87,72,52,625,52,1.7
17,2021-01-17,site 87,14,6,2005,6,6.7
18,2021-01-18,site 87,28,13,582,14,1.4
19,2021-01-19,site 87,87,55,2415,56,5.0
20,2021-01-20,site 87,10,3,114,3,0.6
21,2021-01-21,site 87,14,6,72,7,0.3
22,2021-01-22,site 87,25,9,1993,9,5.5
23,2021-01-23,site 87,50,10,3552,12,6.6
24,2021-01-24,site 87,67,51,384,51,1.6
25,2021-01-25,site 87,32,8,1185,8,3.3
26,2021-01-26,site 87,12,6,36,6,0.1
27,2021-01-27,site 87,83,58,2359,63,5.6
28,2021-01-28,site 87,23,7,1179,7,3.3
29,2021-01-29,site 87,15,7,85,7,0.4
30,2021-01-30,site 87,24,12,473,13,1.1
31,2021-01-31,site 87,21,7,1860,10,4.4
1,2021-01-01,site 88,25,22,38,22,0.1
2,2021-01-02,site 88,19,13,79,13,0.1
3,2021-01-03,site 88,18,13,87,13,0.1
4,2021-01-04,site 88,32,28,115,28,0.1
5,2021-01-05,site 88,19,15,211,15,0.4
6,2021-01-06,site 88,17,15,33,15,0.1
7,2021-01-07,site 88,13,11,57,11,0.1
8,2021-01-08,site 88,19,16,84,16,0.1
9,2021-01-09,site 88,19,17,42,17,0.1
10,2021-01-10,site 88,10,7,34,7,0.1
11,2021-01-11,site 88,4,2,11,2,0.1
12,2021-01-12,site 88,36,27,1078,27,1.1
13,2021-01-13,site 88,13,9,334,10,1.1
14,2021-01-14,site 88,32,21,78,22,0.1
15,2021-01-15,site 88,18,8,54,8,0.1
16,2021-01-16,site 88,21,11,241,11,0.4
17,2021-01-17,site 88,26,18,46,18,0.1
18,2021-01-18,site 88,17,11,58,11,0.2
19,2021-01-19,site 88,31,19,275,19,0.3
20,2021-01-20,site 88,41,31,115,31,0.1
21,2021-01-21,site 88,17,12,42,12,0.1
22,2021-01-22,site 88,21,9,742,9,2.5
23,2021-01-23,site 88,11,7,44,7,0.1
24,2021-01-24,site 88,13,7,48,7,0.1
25,2021-01-25,site 88,28,21,69,21,0.1
26,2021-01-26,site 88,13,8,47,9,0.2
27,2021-01-27,site 88,15,8,101,8,0.2
28,2021-01-28,site 88,33,23,190,23,0.3
29,2021-01-29,site 88,40,33,100,33,0.1
30,2021-01-30,site 88,13,10,79,10,0.2
31,2021-01-31,site 88,12,7,40,7,0.1
1,2021-01-01,site 89,14,10,29,10,0.2
2,2021-01-02,site 89,38,25,1482,26,3.1
3,2021-01-03,site 89,30,20,726,22,1.7
4,2021-01-04,site 89,29,22,561,22,1.9
5,2021-01-05,site 89,57,41,1088,43,1.1
6,2021-01-06,site 89,279,252,12712,258,2.3
7,2021-01-07,site 89,47,40,1850,41,2.1
8,2021-01-08,site 89,52,39,1056,41,1.4
9,2021-01-09,site 89,24,18,688,18,1.6
10,2021-01-10,site 89,22,18,49,18,0.2
11,2021-01-11,site 89,40,33,1019,33,1.9
12,2021-01-12,site 89,36,23,1094,25,2.3
13,2021-01-13,site 89,23,19,49,19,0.2
14,2021-01-14,site 89,27,16,475,19,1.1
15,2021-01-15,site 89,29,21,1969,22,6.6
16,2021-01-16,site 89,28,19,167,19,0.6
17,2021-01-17,site 89,19,15,24,15,0.2
18,2021-01-18,site 89,32,22,318,22,0.9
19,2021-01-19,site 89,25,17,999,18,1.9
20,2021-01-20,site 89,30,21,715,22,1.7
21,2021-01-21,site 89,30,23,141,23,0.5
22,2021-01-22,site 89,13,9,23,9,0.2
23,2021-01-23,site 89,14,7,52,8,0.3
24,2021-01-24,site 89,11,7,30,7,0.2
25,2021-01-25,site 89,24,14,1153,15,3.2
26,2021-01-26,site 89,25,14,413,14,1.1
27,2021-01-27,site 89,39,27,2716,28,5.0
28,2021-01-28,site 89,40,29,502,30,0.9
29,2021-01-29,site 89,29,22,107,22,0.4
30,2021-01-30,site 89,17,9,277,9,0.7
31,2021-01-31,site 89,14,10,79,10,0.4
1,2021-01-01,site 9,2,1,3,1,0.1
2,2021-01-02,site 9,3,2,4,2,0.1
3,2021-01-03,site 9,2,1,3,1,0.1
4,2021-01-04,site 9,8,6,2004,6,11.1
5,2021-01-05,site 9,9,2,82,2,0.7
6,2021-01-06,site 9,4,3,4,3,0.1
